epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,285.919,0.62396,0.9402,1.02236,0.91397,0.80493,0.79889,0.8512,0.73583,0.80493,0.79889,0.85346,0.7092,0.59975,0.97574,0.85842,0.92719,0.000223138,0.000223138,0.000223138
31,295.635,0.60973,0.94974,0.97881,0.91644,0.85902,0.74246,0.84445,0.72719,0.86089,0.74362,0.84746,0.69877,0.60124,0.97107,0.9149,0.92414,0.000220039,0.000220039,0.000220039
32,305.417,0.61494,0.96743,0.98622,0.91708,0.82644,0.79065,0.86313,0.74943,0.81743,0.80423,0.86555,0.71851,0.58995,0.97799,0.84336,0.929,0.00021694,0.00021694,0.00021694
33,315.162,0.61251,0.96019,0.97469,0.91423,0.80755,0.82018,0.8609,0.73908,0.80688,0.82337,0.8632,0.71009,0.61789,1.00742,0.823,0.93494,0.000213842,0.000213842,0.000213842
34,324.987,0.60035,0.9511,0.94129,0.9031,0.8711,0.81162,0.87171,0.75469,0.87325,0.81394,0.877,0.72133,0.58177,1.022,0.78469,0.92448,0.000210743,0.000210743,0.000210743
35,334.697,0.60025,0.93362,0.92603,0.90496,0.87086,0.80468,0.87332,0.75502,0.87216,0.80584,0.87654,0.72364,0.5674,0.99264,0.78688,0.91495,0.000207644,0.000207644,0.000207644
36,344.402,0.58297,0.92673,0.908,0.90832,0.86661,0.79579,0.86388,0.74382,0.8681,0.79676,0.86663,0.71925,0.59475,0.9708,0.79607,0.92131,0.000204545,0.000204545,0.000204545
37,354.165,0.59562,0.92325,0.90163,0.9041,0.83785,0.81449,0.87298,0.76316,0.83883,0.81565,0.87488,0.73382,0.57209,0.96183,0.7695,0.91572,0.000201447,0.000201447,0.000201447
38,363.811,0.58205,0.92926,0.88612,0.90237,0.80444,0.84535,0.87575,0.76755,0.80558,0.84651,0.87803,0.72955,0.56931,0.97396,0.80056,0.91324,0.000198348,0.000198348,0.000198348
39,373.632,0.56796,0.91984,0.87888,0.89537,0.87276,0.8002,0.86926,0.75013,0.87398,0.80136,0.87057,0.71955,0.58413,0.97397,0.81335,0.92082,0.000195249,0.000195249,0.000195249
40,383.292,0.5761,0.89264,0.85546,0.8983,0.86361,0.80804,0.87387,0.76181,0.86484,0.8092,0.87485,0.73445,0.58193,0.96801,0.76033,0.92503,0.000192151,0.000192151,0.000192151
41,393.01,0.57397,0.90289,0.85626,0.89707,0.84467,0.80986,0.86714,0.75187,0.84602,0.81102,0.86925,0.72235,0.57628,0.96026,0.77325,0.92272,0.000189052,0.000189052,0.000189052
42,402.596,0.58161,0.90938,0.86383,0.89987,0.84608,0.83161,0.86927,0.75775,0.84564,0.83176,0.8703,0.72595,0.56932,0.95265,0.7739,0.92717,0.000185953,0.000185953,0.000185953
43,412.144,0.57629,0.92276,0.84777,0.89689,0.82023,0.80171,0.85902,0.74874,0.82112,0.80287,0.86099,0.71785,0.56196,0.97374,0.79071,0.91542,0.000182855,0.000182855,0.000182855
44,421.748,0.55607,0.89021,0.81661,0.88882,0.82378,0.84576,0.87684,0.76745,0.82473,0.84692,0.88019,0.7334,0.55117,0.95694,0.7507,0.90903,0.000179756,0.000179756,0.000179756
45,431.544,0.55412,0.86199,0.79348,0.89314,0.86982,0.81383,0.88643,0.77672,0.87095,0.81499,0.88896,0.74493,0.56555,0.97315,0.72374,0.91314,0.000176657,0.000176657,0.000176657
46,441.277,0.56288,0.89723,0.81456,0.88729,0.86228,0.81715,0.8739,0.76706,0.86343,0.8183,0.87495,0.72792,0.54964,0.97669,0.73945,0.90837,0.000173559,0.000173559,0.000173559
47,450.96,0.54926,0.89179,0.80383,0.89088,0.86227,0.82965,0.88237,0.77168,0.86754,0.83004,0.88423,0.73424,0.56233,1.0127,0.71719,0.91794,0.00017046,0.00017046,0.00017046
48,460.596,0.55371,0.91153,0.78685,0.89242,0.85133,0.81193,0.876,0.76362,0.85237,0.81308,0.87782,0.73418,0.55377,0.98916,0.71312,0.92036,0.000167361,0.000167361,0.000167361
49,470.233,0.5367,0.8631,0.77478,0.88632,0.85148,0.83587,0.88659,0.78353,0.85264,0.83703,0.88818,0.7456,0.54046,0.96213,0.70691,0.90666,0.000164262,0.000164262,0.000164262
50,480.032,0.53949,0.87561,0.78503,0.88379,0.85943,0.82929,0.8842,0.77505,0.86069,0.83045,0.88659,0.74237,0.5587,0.96273,0.69341,0.91927,0.000161164,0.000161164,0.000161164
51,489.671,0.526,0.85642,0.75007,0.89198,0.86124,0.83273,0.87945,0.76559,0.86279,0.83369,0.88211,0.72749,0.57499,0.98735,0.69417,0.92676,0.000158065,0.000158065,0.000158065
52,499.318,0.53768,0.85809,0.76676,0.88591,0.86129,0.84484,0.89104,0.78304,0.86236,0.846,0.89306,0.75239,0.55203,0.9702,0.70087,0.91407,0.000154966,0.000154966,0.000154966
53,509.043,0.53647,0.84713,0.75208,0.88428,0.84615,0.83176,0.88107,0.77544,0.84736,0.83292,0.88283,0.73698,0.56199,0.99505,0.73175,0.9184,0.000151868,0.000151868,0.000151868
54,518.853,0.52414,0.85709,0.74103,0.88502,0.86502,0.81562,0.87769,0.76783,0.86606,0.81678,0.87904,0.7352,0.55285,1.01882,0.77353,0.91362,0.000148769,0.000148769,0.000148769
55,528.538,0.53156,0.86032,0.74174,0.87831,0.89766,0.81532,0.88603,0.77747,0.89881,0.81648,0.88835,0.74347,0.54602,0.96481,0.71226,0.92268,0.00014567,0.00014567,0.00014567
56,538.174,0.53725,0.87927,0.74869,0.88359,0.88132,0.83586,0.88488,0.78293,0.88255,0.83702,0.88643,0.74939,0.53591,0.94101,0.69106,0.91459,0.000142572,0.000142572,0.000142572
57,547.914,0.52189,0.8304,0.72424,0.87645,0.83162,0.86533,0.88799,0.78061,0.83267,0.86649,0.89018,0.74898,0.56289,0.9667,0.66918,0.92438,0.000139473,0.000139473,0.000139473
58,557.631,0.52185,0.87225,0.72743,0.88439,0.8558,0.82736,0.88023,0.77192,0.85692,0.82851,0.88292,0.74498,0.56252,0.96396,0.69697,0.9235,0.000136374,0.000136374,0.000136374
59,567.322,0.51321,0.8293,0.71455,0.87551,0.88359,0.80438,0.87717,0.76692,0.88471,0.80554,0.88004,0.73431,0.55637,0.97948,0.69134,0.91847,0.000133275,0.000133275,0.000133275
60,576.91,0.52071,0.84855,0.70998,0.88087,0.84408,0.85275,0.88164,0.77471,0.84507,0.85391,0.88456,0.74151,0.53578,0.96583,0.70559,0.91074,0.000130177,0.000130177,0.000130177
61,586.633,0.50693,0.83502,0.71336,0.86958,0.86971,0.83927,0.88194,0.77614,0.87078,0.84043,0.88414,0.74028,0.53057,0.97987,0.67052,0.91154,0.000127078,0.000127078,0.000127078
62,596.382,0.52102,0.84214,0.70065,0.87962,0.88177,0.8451,0.88918,0.77961,0.88301,0.84601,0.89021,0.75147,0.54319,0.96004,0.66367,0.91642,0.000123979,0.000123979,0.000123979
63,606.124,0.5146,0.83742,0.69902,0.88012,0.89284,0.83273,0.89076,0.7831,0.89414,0.83389,0.89247,0.74708,0.54542,0.97362,0.67352,0.92542,0.000120881,0.000120881,0.000120881
64,615.874,0.50412,0.82122,0.69026,0.86872,0.87226,0.83765,0.89403,0.79251,0.87366,0.83863,0.8964,0.75658,0.54464,0.97481,0.65104,0.9139,0.000117782,0.000117782,0.000117782
65,625.541,0.5218,0.85205,0.69778,0.8737,0.88769,0.81432,0.89424,0.78855,0.88802,0.81624,0.89732,0.75559,0.53572,0.96515,0.67644,0.91103,0.000114683,0.000114683,0.000114683
66,635.26,0.50755,0.84559,0.68694,0.87118,0.91076,0.8089,0.89288,0.78512,0.91199,0.81005,0.89575,0.755,0.54396,0.97526,0.65193,0.91059,0.000111585,0.000111585,0.000111585
67,644.81,0.50115,0.82096,0.67835,0.87361,0.86987,0.84536,0.88928,0.78514,0.87094,0.84651,0.88909,0.75422,0.5357,0.97979,0.65252,0.90761,0.000108486,0.000108486,0.000108486
68,654.497,0.49081,0.7996,0.65844,0.8704,0.88513,0.83391,0.89396,0.78517,0.88628,0.83507,0.8956,0.75259,0.54343,0.96923,0.63594,0.91403,0.000105387,0.000105387,0.000105387
69,664.147,0.49924,0.80097,0.67562,0.86837,0.87926,0.83726,0.89456,0.79815,0.88045,0.83842,0.8973,0.76457,0.53189,0.95669,0.6572,0.90653,0.000102288,0.000102288,0.000102288
70,673.806,0.50135,0.81194,0.65177,0.87603,0.8743,0.82803,0.89641,0.79142,0.87551,0.82918,0.89936,0.75901,0.54922,0.96918,0.67545,0.91947,9.91897e-05,9.91897e-05,9.91897e-05
71,683.362,0.48986,0.79499,0.64755,0.87127,0.87789,0.85044,0.89771,0.79026,0.87906,0.8516,0.90002,0.75837,0.54233,0.94798,0.62246,0.91829,9.6091e-05,9.6091e-05,9.6091e-05
72,693.035,0.48533,0.80306,0.66661,0.87906,0.86903,0.84556,0.89273,0.79045,0.87023,0.84671,0.89467,0.75815,0.54618,0.93619,0.64425,0.91755,9.29923e-05,9.29923e-05,9.29923e-05
73,702.694,0.49401,0.80224,0.66883,0.87043,0.87886,0.83687,0.89572,0.79244,0.87998,0.83802,0.89697,0.75406,0.54103,0.97596,0.64337,0.92094,8.98936e-05,8.98936e-05,8.98936e-05
74,712.36,0.48616,0.77605,0.65947,0.86485,0.87639,0.84215,0.90113,0.79488,0.87766,0.84313,0.9021,0.75588,0.53436,0.98084,0.63198,0.92146,8.67949e-05,8.67949e-05,8.67949e-05
75,722.023,0.48367,0.80275,0.64575,0.86553,0.88445,0.84295,0.9004,0.79628,0.88575,0.8439,0.90083,0.76693,0.52316,0.97785,0.63378,0.91339,8.36962e-05,8.36962e-05,8.36962e-05
76,731.784,0.47503,0.81259,0.63979,0.86889,0.89057,0.82147,0.89547,0.79257,0.89182,0.82263,0.89548,0.75955,0.53241,0.97507,0.64703,0.9106,8.05975e-05,8.05975e-05,8.05975e-05
77,741.388,0.48798,0.81558,0.66221,0.86892,0.87606,0.83818,0.89456,0.78895,0.88108,0.84226,0.897,0.75995,0.52807,0.98563,0.64796,0.91044,7.74988e-05,7.74988e-05,7.74988e-05
78,751.044,0.47298,0.76622,0.64073,0.86795,0.89682,0.83684,0.89651,0.7975,0.90236,0.84155,0.90006,0.75912,0.51681,0.97143,0.62577,0.90389,7.44001e-05,7.44001e-05,7.44001e-05
79,760.734,0.47467,0.76353,0.62887,0.86646,0.88747,0.84299,0.90343,0.80569,0.89267,0.84785,0.90602,0.76925,0.52027,0.9603,0.61688,0.90326,7.13014e-05,7.13014e-05,7.13014e-05
80,770.476,0.48223,0.79094,0.64839,0.87205,0.89712,0.84438,0.90279,0.80229,0.89827,0.84554,0.9062,0.76639,0.52639,0.95424,0.62998,0.90456,6.82027e-05,6.82027e-05,6.82027e-05
81,780.148,0.47624,0.79805,0.64346,0.86479,0.87443,0.86454,0.90304,0.80885,0.87556,0.86569,0.90563,0.77143,0.52043,0.94577,0.61699,0.90384,6.5104e-05,6.5104e-05,6.5104e-05
82,789.928,0.47994,0.79376,0.63229,0.86037,0.88952,0.84884,0.90553,0.806,0.89084,0.8499,0.90755,0.77031,0.52229,0.95194,0.62331,0.90411,6.20053e-05,6.20053e-05,6.20053e-05
83,799.668,0.46959,0.7893,0.62758,0.86058,0.87359,0.85482,0.90227,0.80857,0.8749,0.85586,0.90489,0.77126,0.51124,0.95654,0.63376,0.90109,5.89066e-05,5.89066e-05,5.89066e-05
84,809.433,0.47878,0.79318,0.6252,0.86309,0.87959,0.85526,0.90183,0.80648,0.88065,0.85642,0.90171,0.76457,0.51622,0.96135,0.61926,0.89997,5.58079e-05,5.58079e-05,5.58079e-05
85,819.131,0.47471,0.784,0.63232,0.86195,0.8772,0.86754,0.90271,0.8091,0.87828,0.86869,0.90471,0.77313,0.51718,0.95562,0.62178,0.89983,5.27092e-05,5.27092e-05,5.27092e-05
86,828.887,0.46743,0.77139,0.62343,0.86461,0.89947,0.84781,0.89774,0.80312,0.90535,0.85258,0.90115,0.76539,0.52286,0.96738,0.62467,0.90881,4.96105e-05,4.96105e-05,4.96105e-05
87,838.557,0.4636,0.77181,0.60085,0.86685,0.88327,0.86259,0.89703,0.80053,0.90024,0.85987,0.89894,0.76447,0.5216,0.97664,0.60438,0.91093,4.65118e-05,4.65118e-05,4.65118e-05
88,848.305,0.45899,0.75675,0.59862,0.86117,0.87354,0.86141,0.89859,0.80208,0.88716,0.85634,0.90141,0.76428,0.52031,0.96892,0.60199,0.91084,4.34131e-05,4.34131e-05,4.34131e-05
89,857.953,0.46291,0.78209,0.61226,0.86282,0.89094,0.85116,0.90093,0.80444,0.89625,0.85591,0.90333,0.76634,0.51516,0.96147,0.60951,0.90217,4.03144e-05,4.03144e-05,4.03144e-05
90,867.658,0.46957,0.77758,0.60735,0.85953,0.89117,0.85,0.9012,0.80624,0.8925,0.85104,0.90281,0.76991,0.50986,0.9494,0.6051,0.89684,3.72157e-05,3.72157e-05,3.72157e-05
91,902.872,0.4647,0.80042,0.74114,0.8532,0.81572,0.84561,0.88387,0.78478,0.81678,0.84677,0.88354,0.74653,0.52466,0.98354,0.63536,0.90384,3.4117e-05,3.4117e-05,3.4117e-05
92,911.785,0.42754,0.73483,0.65792,0.84086,0.84177,0.82146,0.87969,0.78136,0.84291,0.82262,0.88099,0.74198,0.51343,1.00568,0.64784,0.90079,3.10183e-05,3.10183e-05,3.10183e-05
93,920.762,0.40971,0.71355,0.60368,0.83755,0.86592,0.8184,0.88448,0.78428,0.86745,0.81945,0.8859,0.75002,0.52153,0.99916,0.62649,0.90385,2.79196e-05,2.79196e-05,2.79196e-05
94,929.761,0.41609,0.71153,0.61093,0.84245,0.82761,0.86376,0.88583,0.78673,0.82868,0.86492,0.88753,0.74841,0.51769,1.01102,0.61942,0.90524,2.48209e-05,2.48209e-05,2.48209e-05
95,938.805,0.39773,0.6822,0.58077,0.83586,0.87966,0.83027,0.88566,0.78603,0.88077,0.83143,0.88729,0.75148,0.52821,1.00197,0.62007,0.90728,2.17222e-05,2.17222e-05,2.17222e-05
96,948.177,0.4031,0.68647,0.57125,0.84145,0.88325,0.82404,0.88765,0.78872,0.88439,0.8252,0.88939,0.74793,0.51714,1.00438,0.61173,0.9059,1.86235e-05,1.86235e-05,1.86235e-05
97,957.327,0.39249,0.67659,0.56848,0.83378,0.85906,0.84926,0.89029,0.79049,0.86018,0.85041,0.89252,0.75256,0.51463,0.9884,0.60626,0.90358,1.55248e-05,1.55248e-05,1.55248e-05
98,966.511,0.39405,0.6765,0.57427,0.83767,0.88683,0.83048,0.89131,0.79123,0.88797,0.83163,0.89289,0.75239,0.51369,0.98333,0.60468,0.90341,1.24261e-05,1.24261e-05,1.24261e-05
99,975.558,0.39372,0.67283,0.56436,0.83622,0.88897,0.8311,0.89229,0.79246,0.89011,0.83226,0.89327,0.75256,0.50908,0.98392,0.59816,0.90258,9.3274e-06,9.3274e-06,9.3274e-06
100,984.76,0.3952,0.70047,0.56761,0.82723,0.88816,0.82892,0.89505,0.79401,0.8893,0.83008,0.89648,0.75393,0.51189,0.98108,0.60055,0.90317,6.2287e-06,6.2287e-06,6.2287e-06
