epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.5235,1.18315,2.81385,4.8157,1.2764,0,0,0,0,0,0,0,0,0.86942,2.01807,4.41967,1.02116,6.20735e-05,6.20735e-05,6.20735e-05
2,43.6536,0.93572,1.83225,4.50556,1.07245,0.02372,0.18528,0.03446,0.02682,0.02365,0.18329,0.03366,0.02411,0.85979,1.56477,4.12626,1.02664,0.000123835,0.000123835,0.000123835
3,71.8148,0.93142,1.66954,4.17847,1.06478,0.47303,0.08873,0.07293,0.0549,0.47251,0.08692,0.0727,0.05012,0.87168,1.44148,3.62784,1.03907,0.00018435,0.00018435,0.00018435
4,102.343,0.93499,1.55099,3.75454,1.07392,0.27419,0.17886,0.09763,0.07299,0.25285,0.18315,0.09819,0.06569,0.87791,1.35441,3.12836,1.05924,0.000183387,0.000183387,0.000183387
5,122.854,0.96301,1.51319,3.38638,1.07976,0.27775,0.20929,0.13863,0.10359,0.27638,0.2079,0.13736,0.09431,0.88667,1.32392,2.77226,1.06886,0.000181516,0.000181516,0.000181516
6,161.295,0.92491,1.41152,3.05509,1.07705,0.32119,0.24887,0.20752,0.15914,0.31912,0.24731,0.20537,0.14427,0.8717,1.33084,2.42539,1.05582,0.000179645,0.000179645,0.000179645
7,200.923,0.91241,1.40085,2.77011,1.07252,0.41866,0.30797,0.28096,0.21995,0.41981,0.30947,0.28162,0.20189,0.84522,1.24171,2.18721,1.03705,0.000177773,0.000177773,0.000177773
8,221.263,0.89188,1.35965,2.60307,1.06565,0.44378,0.34093,0.3439,0.27174,0.48887,0.3212,0.34456,0.25143,0.83067,1.20246,2.03664,1.04178,0.000175902,0.000175902,0.000175902
9,243.161,0.87458,1.35441,2.38557,1.0639,0.47079,0.37174,0.38126,0.30025,0.465,0.37704,0.3829,0.27917,0.80919,1.21246,1.90421,1.03185,0.000174031,0.000174031,0.000174031
10,263.627,0.84051,1.2971,2.19559,1.03877,0.4839,0.41405,0.42622,0.33341,0.48288,0.41512,0.42641,0.31048,0.7845,1.176,1.74692,1.01004,0.00017216,0.00017216,0.00017216
11,283.828,0.82051,1.27093,2.09083,1.02432,0.43303,0.49354,0.48073,0.37531,0.43411,0.49321,0.47826,0.35684,0.79171,1.17286,1.644,1.02162,0.000170289,0.000170289,0.000170289
12,304.546,0.81365,1.26994,1.9406,1.01909,0.55833,0.52292,0.53329,0.41723,0.55725,0.52314,0.53164,0.39509,0.7779,1.16081,1.51444,1.00911,0.000168418,0.000168418,0.000168418
13,343.234,0.79339,1.2304,1.87067,1.01293,0.56621,0.53347,0.55471,0.43861,0.56578,0.53341,0.5542,0.41343,0.75575,1.13363,1.48152,1.00218,0.000166547,0.000166547,0.000166547
14,375.198,0.77116,1.21205,1.74155,1.00618,0.58802,0.57351,0.59109,0.46892,0.58874,0.57442,0.59305,0.43807,0.75704,1.16042,1.39994,0.99696,0.000164676,0.000164676,0.000164676
15,409.161,0.76568,1.17808,1.69096,0.99565,0.65483,0.56978,0.61406,0.48431,0.65539,0.57033,0.61562,0.4581,0.7509,1.11888,1.36427,0.98883,0.000162805,0.000162805,0.000162805
16,443.419,0.76521,1.19214,1.6316,0.99392,0.62015,0.61047,0.65035,0.5164,0.62283,0.61298,0.65337,0.48728,0.73961,1.10594,1.26712,0.99098,0.000160934,0.000160934,0.000160934
17,481.551,0.74641,1.17198,1.53607,0.98947,0.60906,0.62839,0.65467,0.51707,0.60846,0.63895,0.65974,0.4935,0.73993,1.10328,1.26443,0.98836,0.000159062,0.000159062,0.000159062
18,512.457,0.73914,1.16606,1.4876,0.99048,0.71883,0.60583,0.67777,0.54155,0.70739,0.61109,0.67862,0.51079,0.71362,1.08546,1.20146,0.96987,0.000157191,0.000157191,0.000157191
19,532.357,0.72255,1.1417,1.449,0.9855,0.67712,0.6469,0.69958,0.55661,0.67766,0.64748,0.69956,0.52654,0.70304,1.06877,1.17267,0.96447,0.00015532,0.00015532,0.00015532
20,552.314,0.73335,1.15939,1.40643,0.97767,0.62275,0.67824,0.69696,0.55603,0.62466,0.68712,0.69926,0.52854,0.72381,1.0692,1.1753,0.97867,0.000153449,0.000153449,0.000153449
21,572.321,0.70471,1.12726,1.36745,0.97158,0.69487,0.67407,0.72198,0.57607,0.69715,0.67644,0.7256,0.54799,0.705,1.04737,1.08586,0.96502,0.000151578,0.000151578,0.000151578
22,592.39,0.69738,1.12172,1.32378,0.96223,0.65737,0.68048,0.72385,0.57469,0.6578,0.68094,0.72562,0.54068,0.69712,1.08214,1.08285,0.95994,0.000149707,0.000149707,0.000149707
23,612.526,0.71529,1.13608,1.32691,0.97265,0.72583,0.67141,0.74187,0.5917,0.72597,0.67474,0.74463,0.56032,0.69118,1.0723,0.99523,0.95269,0.000147836,0.000147836,0.000147836
24,632.877,0.70143,1.11805,1.27065,0.96506,0.76443,0.71131,0.75136,0.60026,0.7658,0.71278,0.75364,0.55796,0.68071,1.05833,1.00609,0.95523,0.000145965,0.000145965,0.000145965
25,652.558,0.67987,1.08386,1.23815,0.95644,0.71634,0.69306,0.75096,0.60641,0.70987,0.70713,0.75472,0.56765,0.67113,1.03819,0.98201,0.94717,0.000144094,0.000144094,0.000144094
26,672.348,0.68589,1.10091,1.22285,0.95901,0.70236,0.71685,0.75657,0.60163,0.7202,0.71256,0.76073,0.56206,0.69338,1.06612,0.98766,0.96012,0.000142222,0.000142222,0.000142222
27,692.495,0.67566,1.08848,1.19435,0.9546,0.69144,0.73551,0.76,0.60606,0.69235,0.73653,0.76234,0.57241,0.68015,1.04049,0.9691,0.95035,0.000140351,0.000140351,0.000140351
28,712.584,0.68228,1.08307,1.16813,0.95106,0.78822,0.69776,0.77697,0.62636,0.78893,0.6996,0.77855,0.593,0.66862,1.01428,0.92717,0.94525,0.00013848,0.00013848,0.00013848
29,732.683,0.67182,1.07999,1.1458,0.94872,0.73538,0.74698,0.78578,0.63657,0.73702,0.74842,0.79007,0.60109,0.65708,1.01499,0.91684,0.93481,0.000136609,0.000136609,0.000136609
30,752.889,0.66236,1.0694,1.13288,0.9445,0.75276,0.71267,0.78017,0.63293,0.75418,0.71473,0.78342,0.59759,0.64985,1.00244,0.92534,0.93213,0.000134738,0.000134738,0.000134738
31,773.1,0.66435,1.07485,1.11338,0.95179,0.79036,0.71693,0.79069,0.63785,0.79038,0.71834,0.79234,0.59366,0.65192,1.03666,0.90076,0.93158,0.000132867,0.000132867,0.000132867
32,792.791,0.65376,1.05432,1.09626,0.94745,0.7626,0.74031,0.78387,0.63122,0.76448,0.74224,0.78726,0.58876,0.66594,1.0022,0.91249,0.94081,0.000130996,0.000130996,0.000130996
33,812.598,0.64377,1.05511,1.07182,0.94091,0.77853,0.74271,0.7989,0.64926,0.77738,0.74545,0.80145,0.60093,0.64949,1.00214,0.86902,0.9317,0.000129125,0.000129125,0.000129125
34,832.7,0.64576,1.05289,1.06101,0.94,0.77874,0.72574,0.79617,0.64888,0.78231,0.72844,0.79909,0.60896,0.64581,1.00868,0.84597,0.93188,0.000127254,0.000127254,0.000127254
35,852.89,0.64848,1.03959,1.04408,0.93833,0.76843,0.7449,0.80244,0.65224,0.76983,0.74726,0.80373,0.6044,0.6431,0.99421,0.84756,0.92879,0.000125383,0.000125383,0.000125383
36,872.846,0.63967,1.03126,1.0325,0.93482,0.77371,0.73611,0.8038,0.64837,0.77579,0.7396,0.80695,0.60516,0.6478,1.01843,0.86147,0.93595,0.000123512,0.000123512,0.000123512
37,892.734,0.63773,1.04867,1.04523,0.93189,0.77249,0.76785,0.81003,0.65856,0.7753,0.7735,0.81257,0.61742,0.63799,0.99672,0.83955,0.92733,0.00012164,0.00012164,0.00012164
38,912.98,0.6432,1.02903,1.02668,0.93809,0.77069,0.76873,0.81887,0.66522,0.77195,0.7702,0.82029,0.62424,0.6359,0.97822,0.83186,0.92304,0.000119769,0.000119769,0.000119769
39,933.07,0.63003,1.0161,0.99023,0.93638,0.79396,0.7676,0.82025,0.67062,0.79723,0.77048,0.82393,0.62392,0.64138,0.98085,0.85179,0.92375,0.000117898,0.000117898,0.000117898
40,953.319,0.63342,1.03671,0.98423,0.92728,0.75087,0.79365,0.82318,0.66801,0.75403,0.79547,0.82631,0.62219,0.64351,0.97864,0.81935,0.92942,0.000116027,0.000116027,0.000116027
41,973.527,0.63081,1.02278,0.98978,0.92538,0.80098,0.7766,0.82849,0.67595,0.80269,0.77849,0.82967,0.62994,0.63285,0.98937,0.80601,0.92278,0.000114156,0.000114156,0.000114156
