epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.7739,1.16624,2.77954,4.79625,1.2671,0,0,0,0,0,0,0,0,0.82869,1.93218,4.41666,0.99607,6.20735e-05,6.20735e-05,6.20735e-05
2,42.6279,0.95387,1.84754,4.51405,1.07963,0.02642,0.17097,0.03301,0.02533,0.02527,0.16232,0.03019,0.02092,0.81703,1.50499,4.14466,0.99174,0.000123835,0.000123835,0.000123835
3,62.6598,0.93737,1.64165,4.19217,1.06798,0.49729,0.0664,0.07215,0.05546,0.49682,0.06572,0.07163,0.04917,0.84567,1.3952,3.69642,1.02517,0.00018435,0.00018435,0.00018435
4,82.6606,0.93305,1.54572,3.77944,1.07358,0.47086,0.16111,0.117,0.08701,0.4705,0.161,0.11625,0.07971,0.87449,1.31479,3.02715,1.04434,0.000183387,0.000183387,0.000183387
5,103.62,0.94343,1.47807,3.41373,1.07911,0.34905,0.22627,0.17392,0.1378,0.34772,0.22431,0.17189,0.12553,0.83361,1.25586,2.67809,1.0141,0.000181516,0.000181516,0.000181516
6,126.278,0.91984,1.40962,3.08885,1.06718,0.31653,0.28913,0.23606,0.18273,0.31617,0.28845,0.23478,0.16947,0.8315,1.23854,2.45278,1.01394,0.000179645,0.000179645,0.000179645
7,148.07,0.92144,1.3938,2.82176,1.07563,0.33399,0.33524,0.29749,0.23051,0.33488,0.3345,0.29671,0.21473,0.79838,1.19169,2.13634,1.00578,0.000177773,0.000177773,0.000177773
8,169.443,0.90381,1.38115,2.61899,1.07043,0.50945,0.3146,0.3509,0.27591,0.51012,0.31545,0.35194,0.25743,0.78255,1.19717,1.96638,0.99794,0.000175902,0.000175902,0.000175902
9,190.54,0.89556,1.3783,2.43426,1.05944,0.60532,0.3611,0.40118,0.31986,0.6088,0.3623,0.40319,0.29943,0.76662,1.13656,1.78461,0.98511,0.000174031,0.000174031,0.000174031
10,212.015,0.86662,1.32684,2.24998,1.05234,0.55384,0.41528,0.44352,0.35282,0.55529,0.41669,0.44645,0.33081,0.77511,1.14625,1.68892,0.99086,0.00017216,0.00017216,0.00017216
11,233.663,0.8269,1.25978,2.09281,1.03067,0.48733,0.48675,0.49019,0.39239,0.48696,0.48638,0.48921,0.36803,0.76209,1.14919,1.64471,0.98613,0.000170289,0.000170289,0.000170289
12,267.379,0.82529,1.26773,1.99666,1.02615,0.53532,0.50905,0.54258,0.44184,0.53326,0.50931,0.54272,0.41405,0.7236,1.1039,1.47624,0.95583,0.000168418,0.000168418,0.000168418
13,303.753,0.80889,1.26647,1.88628,1.01258,0.62214,0.49981,0.57167,0.46155,0.62176,0.49944,0.57094,0.43324,0.71987,1.05891,1.37146,0.95702,0.000166547,0.000166547,0.000166547
14,340.474,0.8033,1.23371,1.78882,1.01219,0.56039,0.56537,0.59143,0.4742,0.56009,0.565,0.59175,0.45029,0.73582,1.08023,1.33217,0.95753,0.000164676,0.000164676,0.000164676
15,377.751,0.79218,1.23248,1.73613,1.01355,0.53758,0.56851,0.59672,0.47702,0.53758,0.56851,0.59736,0.4448,0.71053,1.04583,1.28981,0.94752,0.000162805,0.000162805,0.000162805
16,414.404,0.75835,1.17712,1.62872,0.99602,0.63858,0.60025,0.65223,0.53335,0.638,0.59977,0.65054,0.49289,0.67823,1.04652,1.15886,0.93204,0.000160934,0.000160934,0.000160934
17,439.954,0.75094,1.18633,1.57284,0.98725,0.63461,0.60939,0.66982,0.5454,0.63496,0.60983,0.67006,0.51,0.68023,1.04907,1.1269,0.93071,0.000159062,0.000159062,0.000159062
18,460.042,0.74627,1.16302,1.50373,0.98732,0.66644,0.6131,0.68404,0.55986,0.66644,0.6131,0.68494,0.5216,0.68339,1.03241,1.09376,0.93663,0.000157191,0.000157191,0.000157191
19,479.828,0.74358,1.18476,1.47779,0.98551,0.64851,0.6596,0.69867,0.56779,0.64817,0.65923,0.69739,0.53044,0.6858,1.04057,1.08688,0.92751,0.00015532,0.00015532,0.00015532
20,499.878,0.7285,1.1554,1.407,0.97559,0.72226,0.64343,0.70892,0.57026,0.72252,0.64248,0.70838,0.53092,0.67875,1.05853,1.04263,0.93854,0.000153449,0.000153449,0.000153449
21,519.728,0.72457,1.14408,1.3884,0.97969,0.7039,0.67498,0.73486,0.60065,0.70509,0.67602,0.73671,0.56145,0.65662,1.03225,1.01646,0.91606,0.000151578,0.000151578,0.000151578
22,539.737,0.71536,1.14765,1.33242,0.9718,0.69491,0.68827,0.74236,0.60847,0.69491,0.68827,0.74269,0.56503,0.63696,1.00456,0.95348,0.9143,0.000149707,0.000149707,0.000149707
23,559.749,0.6952,1.11118,1.29204,0.96751,0.70403,0.70789,0.75542,0.62117,0.70516,0.70886,0.75641,0.58214,0.63036,0.98439,0.94535,0.90582,0.000147836,0.000147836,0.000147836
24,579.764,0.69025,1.10209,1.2471,0.96336,0.6958,0.70329,0.73585,0.60645,0.69536,0.70292,0.73479,0.55916,0.64472,1.034,0.98453,0.92043,0.000145965,0.000145965,0.000145965
25,599.699,0.69733,1.09721,1.23859,0.96029,0.69648,0.7323,0.75801,0.62757,0.69648,0.7323,0.75707,0.58295,0.63502,0.98385,0.91142,0.90685,0.000144094,0.000144094,0.000144094
26,619.719,0.68779,1.09964,1.23212,0.96234,0.69828,0.71606,0.75037,0.61624,0.70072,0.71873,0.75499,0.57023,0.64873,1.00855,0.91846,0.91387,0.000142222,0.000142222,0.000142222
27,639.788,0.70637,1.11417,1.22019,0.96425,0.67583,0.72874,0.76366,0.62523,0.67651,0.72927,0.76578,0.58137,0.63304,0.99212,0.92918,0.90387,0.000140351,0.000140351,0.000140351
28,659.948,0.6749,1.072,1.17151,0.94663,0.71563,0.74725,0.78072,0.64587,0.71563,0.74725,0.78038,0.59815,0.6116,0.97313,0.86784,0.89858,0.00013848,0.00013848,0.00013848
29,679.918,0.67392,1.10115,1.15261,0.9513,0.70089,0.73248,0.77248,0.6426,0.70307,0.73478,0.77531,0.59589,0.60711,0.98256,0.84776,0.8947,0.000136609,0.000136609,0.000136609
30,699.96,0.67915,1.07463,1.14431,0.95121,0.74824,0.74867,0.78688,0.65692,0.75171,0.75189,0.79015,0.60869,0.61245,0.96028,0.82891,0.90036,0.000134738,0.000134738,0.000134738
31,719.687,0.65489,1.06428,1.09633,0.94598,0.76912,0.73898,0.79488,0.65809,0.77132,0.73996,0.79634,0.60728,0.60759,0.96144,0.81989,0.89152,0.000132867,0.000132867,0.000132867
32,739.318,0.65957,1.06558,1.09963,0.95063,0.72933,0.76831,0.79441,0.65737,0.73203,0.77099,0.79744,0.61256,0.60589,0.95619,0.79716,0.89192,0.000130996,0.000130996,0.000130996
33,758.99,0.66211,1.05614,1.10092,0.94677,0.72464,0.76874,0.797,0.66049,0.72511,0.76835,0.79758,0.61451,0.59981,0.9607,0.80656,0.89254,0.000129125,0.000129125,0.000129125
34,778.757,0.65913,1.06345,1.09431,0.9453,0.74414,0.76632,0.79744,0.66277,0.74478,0.76978,0.79769,0.61944,0.59938,0.94441,0.79684,0.89437,0.000127254,0.000127254,0.000127254
35,798.842,0.64997,1.02707,1.06114,0.93631,0.73646,0.79072,0.80372,0.67251,0.73858,0.79185,0.80659,0.6215,0.59272,0.93335,0.7898,0.88366,0.000125383,0.000125383,0.000125383
36,818.844,0.64304,1.03806,1.03632,0.93648,0.75352,0.75468,0.80444,0.67363,0.75576,0.75663,0.80676,0.62475,0.58291,0.92975,0.77331,0.87805,0.000123512,0.000123512,0.000123512
37,838.66,0.63808,1.04924,1.02684,0.93554,0.73903,0.77243,0.80525,0.66983,0.73723,0.77133,0.80429,0.61553,0.60022,0.95787,0.80564,0.89114,0.00012164,0.00012164,0.00012164
38,858.538,0.65272,1.06329,1.03567,0.94017,0.7478,0.7888,0.81629,0.67855,0.74845,0.78869,0.81671,0.6271,0.60311,0.94418,0.78579,0.89086,0.000119769,0.000119769,0.000119769
39,878.343,0.63767,1.03363,1.01196,0.93564,0.76767,0.79191,0.82295,0.6863,0.7692,0.79133,0.82322,0.63422,0.58771,0.94486,0.76622,0.88254,0.000117898,0.000117898,0.000117898
40,898.321,0.63019,1.00739,1.00208,0.92613,0.7999,0.75086,0.81948,0.68446,0.80256,0.75353,0.82074,0.63516,0.59857,0.93272,0.77134,0.88237,0.000116027,0.000116027,0.000116027
41,918.364,0.63571,1.02759,0.98786,0.92997,0.76771,0.77263,0.81838,0.68108,0.77281,0.77396,0.82244,0.6278,0.60033,0.96161,0.77148,0.89515,0.000114156,0.000114156,0.000114156
42,938.152,0.61618,0.99352,0.95156,0.92419,0.78286,0.78891,0.81711,0.68428,0.78464,0.79085,0.81936,0.63732,0.58466,0.92776,0.74844,0.88709,0.000112285,0.000112285,0.000112285
43,958.118,0.62749,1.01173,0.96787,0.926,0.76882,0.80152,0.82566,0.68496,0.77137,0.80181,0.82759,0.63905,0.59399,0.93588,0.74874,0.8818,0.000110414,0.000110414,0.000110414
44,977.85,0.61966,0.99509,0.93927,0.9263,0.75735,0.81692,0.82686,0.69188,0.75888,0.81835,0.8282,0.63806,0.58282,0.91794,0.73501,0.8809,0.000108543,0.000108543,0.000108543
45,997.764,0.63084,1.02881,0.94349,0.92876,0.78596,0.78865,0.83346,0.69834,0.78754,0.79008,0.83536,0.64434,0.56527,0.90977,0.72021,0.86971,0.000106672,0.000106672,0.000106672
46,1017.55,0.617,0.99719,0.93482,0.91996,0.80578,0.78062,0.83593,0.70344,0.80457,0.78014,0.83504,0.65212,0.56697,0.91049,0.72354,0.87287,0.000104801,0.000104801,0.000104801
47,1037.49,0.60119,0.99846,0.90859,0.9243,0.80689,0.79029,0.83672,0.70181,0.80721,0.79049,0.83613,0.65116,0.56999,0.91028,0.71458,0.8736,0.000102929,0.000102929,0.000102929
48,1057.58,0.60137,0.98535,0.91122,0.91683,0.82018,0.78338,0.83623,0.70152,0.82134,0.78435,0.83686,0.64596,0.57555,0.9116,0.70025,0.87969,0.000101058,0.000101058,0.000101058
49,1077.34,0.60433,0.99399,0.88643,0.92564,0.77951,0.79419,0.83753,0.69828,0.78512,0.79138,0.83778,0.64153,0.57904,0.93173,0.72011,0.88224,9.91872e-05,9.91872e-05,9.91872e-05
50,1097.32,0.59459,0.97524,0.88493,0.91489,0.78599,0.80821,0.83749,0.70543,0.7861,0.80974,0.83815,0.65166,0.55822,0.89709,0.70233,0.8688,9.73161e-05,9.73161e-05,9.73161e-05
51,1117.16,0.59602,0.97116,0.87277,0.91241,0.79533,0.79196,0.83533,0.70354,0.79568,0.79216,0.83587,0.64429,0.56573,0.92595,0.69929,0.87285,9.5445e-05,9.5445e-05,9.5445e-05
52,1137.22,0.59831,0.97227,0.88145,0.91911,0.80931,0.81033,0.84717,0.71826,0.8104,0.81249,0.84887,0.66111,0.55628,0.89835,0.68254,0.87,9.35739e-05,9.35739e-05,9.35739e-05
53,1157.24,0.60303,0.9952,0.89245,0.91528,0.79104,0.81823,0.84585,0.71353,0.78942,0.81812,0.84586,0.65873,0.55745,0.91106,0.68071,0.86962,9.17028e-05,9.17028e-05,9.17028e-05
54,1177.26,0.58224,0.96464,0.86691,0.91465,0.80604,0.82073,0.85738,0.72398,0.8059,0.82148,0.85723,0.67129,0.55819,0.89497,0.68451,0.86804,8.98317e-05,8.98317e-05,8.98317e-05
55,1197.06,0.5849,0.96587,0.87055,0.91154,0.81489,0.79903,0.85257,0.71844,0.81379,0.79838,0.85245,0.66394,0.56166,0.89598,0.67717,0.86948,8.79606e-05,8.79606e-05,8.79606e-05
56,1216.89,0.59398,0.97757,0.8629,0.91281,0.82359,0.79522,0.85426,0.71727,0.82278,0.79441,0.85347,0.66311,0.56399,0.90391,0.67671,0.87177,8.60895e-05,8.60895e-05,8.60895e-05
57,1236.82,0.58271,0.9599,0.84972,0.90813,0.80424,0.81398,0.85205,0.72103,0.80548,0.81525,0.85222,0.66322,0.55985,0.9003,0.66823,0.86581,8.42184e-05,8.42184e-05,8.42184e-05
58,1256.69,0.57044,0.96288,0.85755,0.90769,0.82287,0.77483,0.84711,0.71649,0.82541,0.77708,0.84953,0.66216,0.55031,0.8888,0.66939,0.86148,8.23473e-05,8.23473e-05,8.23473e-05
59,1276.74,0.58215,0.95997,0.8296,0.90758,0.81333,0.81164,0.85727,0.72609,0.81425,0.81261,0.85809,0.66795,0.56275,0.89422,0.67162,0.87088,8.04762e-05,8.04762e-05,8.04762e-05
60,1296.65,0.57763,0.93944,0.83843,0.90862,0.79876,0.84126,0.86423,0.738,0.79807,0.84044,0.86265,0.67577,0.54285,0.89344,0.65805,0.86122,7.86051e-05,7.86051e-05,7.86051e-05
61,1316.57,0.55993,0.93711,0.82026,0.90475,0.81567,0.82276,0.86443,0.73404,0.81735,0.82392,0.86587,0.67592,0.552,0.88757,0.6497,0.86369,7.6734e-05,7.6734e-05,7.6734e-05
62,1336.31,0.57599,0.94555,0.82069,0.90946,0.82896,0.81497,0.86549,0.73326,0.82818,0.81416,0.86489,0.67092,0.5474,0.88281,0.64378,0.86413,7.48629e-05,7.48629e-05,7.48629e-05
63,1356.25,0.56377,0.93225,0.7986,0.89965,0.83637,0.80522,0.86782,0.73971,0.83453,0.80333,0.86653,0.6791,0.54827,0.87474,0.64137,0.86855,7.29918e-05,7.29918e-05,7.29918e-05
64,1376.43,0.56423,0.95374,0.80871,0.90445,0.81712,0.82247,0.86649,0.74021,0.81979,0.82337,0.86912,0.67615,0.54161,0.88631,0.65244,0.85979,7.11207e-05,7.11207e-05,7.11207e-05
65,1396.54,0.56232,0.94526,0.79708,0.90052,0.80436,0.83666,0.87006,0.74337,0.8058,0.83693,0.87145,0.68485,0.53884,0.87835,0.64999,0.86044,6.92496e-05,6.92496e-05,6.92496e-05
66,1416.54,0.56742,0.94931,0.81569,0.89828,0.80393,0.8437,0.86709,0.73821,0.80393,0.8437,0.86655,0.67401,0.53193,0.89272,0.63928,0.85585,6.73785e-05,6.73785e-05,6.73785e-05
67,1436.44,0.55054,0.92446,0.78387,0.90345,0.82546,0.82711,0.86569,0.74137,0.82435,0.82604,0.86543,0.67895,0.53587,0.88511,0.6356,0.85813,6.55074e-05,6.55074e-05,6.55074e-05
68,1456.53,0.56613,0.93538,0.80184,0.90337,0.82334,0.82566,0.87174,0.74875,0.82396,0.82626,0.87309,0.68391,0.53075,0.87563,0.63103,0.85583,6.36363e-05,6.36363e-05,6.36363e-05
69,1476.69,0.56557,0.94157,0.78782,0.89946,0.82868,0.80947,0.86818,0.73672,0.82412,0.81336,0.86788,0.6769,0.54102,0.88756,0.63022,0.86105,6.17652e-05,6.17652e-05,6.17652e-05
70,1496.69,0.55949,0.93524,0.77008,0.90176,0.82587,0.82965,0.87213,0.74643,0.82522,0.83001,0.87096,0.6823,0.52962,0.88448,0.62223,0.85701,5.98941e-05,5.98941e-05,5.98941e-05
71,1516.85,0.55906,0.9302,0.7834,0.89729,0.82619,0.83368,0.8717,0.74198,0.82619,0.83368,0.87082,0.68019,0.53521,0.88001,0.62642,0.85924,5.8023e-05,5.8023e-05,5.8023e-05
72,1536.87,0.54406,0.92671,0.77287,0.89599,0.82436,0.83157,0.87686,0.75329,0.82536,0.83203,0.87747,0.69121,0.52679,0.87063,0.62108,0.85952,5.61519e-05,5.61519e-05,5.61519e-05
73,1556.92,0.53993,0.9108,0.76641,0.89412,0.82726,0.8391,0.87707,0.74635,0.82746,0.8393,0.87685,0.68281,0.54223,0.89297,0.62545,0.86676,5.42808e-05,5.42808e-05,5.42808e-05
74,1576.87,0.55245,0.92702,0.77252,0.90046,0.83263,0.82472,0.87207,0.74475,0.83263,0.8264,0.87233,0.68626,0.53627,0.88103,0.62401,0.86121,5.24097e-05,5.24097e-05,5.24097e-05
75,1596.93,0.55364,0.91738,0.7673,0.8975,0.84104,0.83112,0.87413,0.74843,0.84284,0.83431,0.87505,0.68517,0.53195,0.87573,0.61353,0.85898,5.05386e-05,5.05386e-05,5.05386e-05
76,1616.89,0.54395,0.90618,0.75212,0.89254,0.82173,0.83635,0.86778,0.74371,0.82227,0.83754,0.86887,0.68249,0.53133,0.86943,0.61624,0.85991,4.86675e-05,4.86675e-05,4.86675e-05
77,1636.78,0.54008,0.88896,0.75066,0.90051,0.82176,0.83802,0.87102,0.7453,0.82265,0.83899,0.87141,0.68332,0.53364,0.87559,0.61683,0.86144,4.67964e-05,4.67964e-05,4.67964e-05
78,1656.65,0.53571,0.90111,0.74202,0.89285,0.83009,0.83589,0.8741,0.74805,0.8286,0.83497,0.87367,0.68582,0.52409,0.87482,0.61456,0.85614,4.49253e-05,4.49253e-05,4.49253e-05
79,1676.59,0.54681,0.92225,0.75185,0.89928,0.81558,0.84218,0.87632,0.74993,0.81558,0.84218,0.87523,0.6914,0.52579,0.86213,0.61159,0.85638,4.30542e-05,4.30542e-05,4.30542e-05
80,1696.28,0.53859,0.90185,0.74272,0.88715,0.82386,0.83688,0.87675,0.74864,0.82309,0.83607,0.87503,0.68756,0.52691,0.8613,0.60989,0.85841,4.11831e-05,4.11831e-05,4.11831e-05
81,1716.24,0.53799,0.9089,0.7452,0.89624,0.82201,0.85336,0.88176,0.75826,0.82127,0.85255,0.8797,0.69512,0.52024,0.85889,0.60396,0.85229,3.9312e-05,3.9312e-05,3.9312e-05
82,1736.3,0.5338,0.90749,0.73193,0.88812,0.82296,0.83416,0.87882,0.75687,0.81076,0.84782,0.87843,0.69736,0.51884,0.86274,0.60837,0.85556,3.74409e-05,3.74409e-05,3.74409e-05
83,1756.34,0.53828,0.89874,0.73467,0.89329,0.83524,0.84463,0.88207,0.75715,0.83455,0.84507,0.8804,0.6941,0.52669,0.87367,0.60703,0.85797,3.55698e-05,3.55698e-05,3.55698e-05
84,1776.25,0.5337,0.90261,0.73621,0.89246,0.85569,0.82098,0.88432,0.76167,0.85308,0.82369,0.88369,0.69827,0.51426,0.86351,0.60202,0.85387,3.36987e-05,3.36987e-05,3.36987e-05
85,1796.27,0.54072,0.91148,0.73362,0.89122,0.84606,0.82016,0.8829,0.75963,0.84758,0.82144,0.88363,0.69853,0.51481,0.86794,0.6039,0.85486,3.18276e-05,3.18276e-05,3.18276e-05
86,1816.06,0.52563,0.90505,0.72641,0.89519,0.8361,0.8304,0.87674,0.75224,0.83675,0.83148,0.87688,0.68985,0.51729,0.87488,0.6005,0.8544,2.99565e-05,2.99565e-05,2.99565e-05
87,1836.2,0.53011,0.90021,0.72207,0.89367,0.8348,0.83088,0.87731,0.7573,0.83561,0.83347,0.87839,0.68842,0.51407,0.86454,0.59595,0.85109,2.80854e-05,2.80854e-05,2.80854e-05
88,1856.14,0.52788,0.88511,0.71571,0.89239,0.83461,0.8417,0.8812,0.76264,0.83297,0.84529,0.88167,0.6979,0.50834,0.86102,0.59582,0.84976,2.62143e-05,2.62143e-05,2.62143e-05
89,1876.11,0.52107,0.88248,0.70832,0.88847,0.82833,0.84203,0.88118,0.76334,0.83029,0.84459,0.88284,0.69772,0.51122,0.85607,0.59381,0.85175,2.43432e-05,2.43432e-05,2.43432e-05
90,1896.14,0.51337,0.86769,0.7093,0.88572,0.83337,0.83189,0.88087,0.75898,0.83101,0.83387,0.88048,0.69443,0.51547,0.86357,0.59215,0.85398,2.24721e-05,2.24721e-05,2.24721e-05
91,1953.87,0.52873,0.88632,0.85089,0.8996,0.79979,0.81942,0.8535,0.72203,0.79666,0.82416,0.85566,0.65948,0.54869,0.94193,0.66613,0.87478,2.0601e-05,2.0601e-05,2.0601e-05
92,1973.05,0.48994,0.83356,0.7416,0.8783,0.82972,0.81584,0.86266,0.72614,0.82107,0.82533,0.86354,0.66814,0.54962,0.92713,0.65243,0.87522,1.87299e-05,1.87299e-05,1.87299e-05
93,1992.37,0.48186,0.8139,0.7288,0.87754,0.82599,0.82741,0.86705,0.73786,0.82697,0.82869,0.86816,0.67477,0.53855,0.91613,0.63474,0.86824,1.68588e-05,1.68588e-05,1.68588e-05
94,2011.65,0.46894,0.80094,0.69343,0.87001,0.8336,0.82799,0.87176,0.74444,0.8325,0.82904,0.87308,0.68032,0.53516,0.90839,0.62644,0.86477,1.49877e-05,1.49877e-05,1.49877e-05
95,2030.95,0.47164,0.79289,0.68946,0.86946,0.83441,0.83593,0.87481,0.7489,0.83729,0.8342,0.87615,0.68635,0.5303,0.89888,0.61849,0.86343,1.31166e-05,1.31166e-05,1.31166e-05
96,2050.18,0.45877,0.77544,0.67713,0.86916,0.83262,0.83879,0.87556,0.74889,0.83261,0.83869,0.87679,0.68568,0.53202,0.89778,0.61347,0.86457,1.12455e-05,1.12455e-05,1.12455e-05
97,2069.43,0.46354,0.7804,0.68064,0.86994,0.84958,0.8249,0.8765,0.74904,0.85026,0.82501,0.87769,0.68488,0.53259,0.90185,0.61163,0.86663,9.3744e-06,9.3744e-06,9.3744e-06
98,2088.63,0.45805,0.78561,0.67305,0.86475,0.84277,0.83102,0.87755,0.75131,0.84297,0.8312,0.87893,0.69042,0.52878,0.89533,0.6142,0.86213,7.5033e-06,7.5033e-06,7.5033e-06
