epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,386.746,0.71734,1.12953,1.3677,0.96937,0.68743,0.67267,0.72778,0.58795,0.68739,0.67274,0.72723,0.54801,0.65781,1.03306,1.07596,0.9151,0.000153984,0.000153984,0.000153984
22,405.623,0.69801,1.1254,1.30645,0.9575,0.717,0.68067,0.74411,0.60345,0.71801,0.68324,0.74473,0.55903,0.65122,1.01771,0.98977,0.91926,0.000152083,0.000152083,0.000152083
23,424.509,0.69105,1.09569,1.27407,0.95916,0.68039,0.71686,0.75731,0.61543,0.67939,0.7131,0.75463,0.57142,0.64996,0.99671,0.97194,0.90954,0.000150182,0.000150182,0.000150182
24,443.167,0.67796,1.09204,1.23214,0.95129,0.7256,0.69116,0.75251,0.61143,0.72313,0.68867,0.74882,0.5681,0.64446,1.01892,0.96401,0.91565,0.000148282,0.000148282,0.000148282
25,461.889,0.69541,1.08629,1.23542,0.95658,0.75375,0.68536,0.75599,0.61621,0.75366,0.68444,0.75522,0.56982,0.63743,1.00512,0.94198,0.91254,0.000146381,0.000146381,0.000146381
26,480.54,0.68362,1.08504,1.22988,0.95699,0.73853,0.68562,0.76583,0.62347,0.74179,0.68757,0.76751,0.5784,0.62801,0.96887,0.91313,0.90664,0.00014448,0.00014448,0.00014448
27,499.116,0.69302,1.09797,1.20924,0.95142,0.77485,0.71252,0.78318,0.64079,0.77781,0.71414,0.78607,0.59793,0.62882,0.97864,0.89816,0.90842,0.000142579,0.000142579,0.000142579
28,517.897,0.66784,1.05512,1.1617,0.94022,0.72207,0.74626,0.78511,0.64525,0.72156,0.74884,0.78401,0.59719,0.62211,0.96137,0.87944,0.9009,0.000140678,0.000140678,0.000140678
29,536.527,0.662,1.08796,1.1409,0.94327,0.74867,0.72576,0.7857,0.64532,0.74724,0.7249,0.78579,0.59682,0.62078,0.96964,0.86522,0.90335,0.000138778,0.000138778,0.000138778
30,555.147,0.67484,1.05564,1.13177,0.94445,0.77207,0.72513,0.78849,0.64268,0.77223,0.72654,0.78868,0.60102,0.61066,0.95628,0.871,0.89764,0.000136877,0.000136877,0.000136877
31,573.605,0.64716,1.04904,1.07109,0.93715,0.71428,0.75807,0.78747,0.64123,0.71356,0.75416,0.7839,0.59527,0.62257,0.96972,0.85469,0.89765,0.000134976,0.000134976,0.000134976
32,591.951,0.64818,1.04818,1.07635,0.94221,0.73068,0.75726,0.78929,0.64747,0.73385,0.74985,0.78665,0.59855,0.60859,0.96128,0.83071,0.8947,0.000133075,0.000133075,0.000133075
33,610.405,0.6553,1.04849,1.0756,0.93807,0.74353,0.75285,0.8024,0.66642,0.74115,0.75137,0.8007,0.61376,0.59879,0.96005,0.82489,0.88628,0.000131174,0.000131174,0.000131174
34,629,0.65013,1.05012,1.07964,0.93756,0.73908,0.77853,0.7993,0.66206,0.7411,0.78041,0.79967,0.61496,0.60368,0.97427,0.81371,0.89132,0.000129274,0.000129274,0.000129274
35,647.8,0.63893,1.01685,1.05137,0.92501,0.74909,0.76847,0.80794,0.67301,0.77382,0.74605,0.8089,0.62472,0.58753,0.93487,0.80783,0.88295,0.000127373,0.000127373,0.000127373
36,666.777,0.6365,1.019,1.0357,0.93077,0.79613,0.76358,0.81859,0.6821,0.7986,0.76421,0.82009,0.63203,0.57898,0.92467,0.78146,0.88242,0.000125472,0.000125472,0.000125472
37,685.339,0.6306,1.03601,1.022,0.93054,0.78641,0.76403,0.81728,0.67819,0.78603,0.76359,0.81621,0.62789,0.59365,0.95914,0.77812,0.89429,0.000123571,0.000123571,0.000123571
38,703.974,0.64773,1.04955,1.02829,0.93324,0.77046,0.78938,0.81945,0.68223,0.77208,0.79112,0.82071,0.63265,0.58797,0.92353,0.78229,0.88533,0.00012167,0.00012167,0.00012167
39,722.594,0.63347,1.01616,1.00293,0.92941,0.77096,0.76535,0.81728,0.67371,0.77023,0.76576,0.81556,0.62386,0.59897,0.94643,0.79071,0.89051,0.00011977,0.00011977,0.00011977
40,741.278,0.62254,0.99631,0.98793,0.92,0.78327,0.77134,0.83022,0.68857,0.7875,0.77144,0.83138,0.63684,0.58888,0.92091,0.76831,0.88529,0.000117869,0.000117869,0.000117869
41,759.979,0.62435,1.01665,0.97932,0.92458,0.77045,0.76887,0.82462,0.68005,0.77631,0.77054,0.8262,0.6274,0.59654,0.9538,0.76779,0.88866,0.000115968,0.000115968,0.000115968
42,778.197,0.60571,0.97504,0.94072,0.91677,0.75712,0.79769,0.82181,0.68375,0.75947,0.79995,0.82303,0.63624,0.59359,0.93311,0.7674,0.88922,0.000114067,0.000114067,0.000114067
43,796.482,0.62128,0.99776,0.96103,0.92158,0.8016,0.77638,0.83249,0.69959,0.80301,0.77768,0.83368,0.64987,0.57169,0.90809,0.73272,0.87841,0.000112166,0.000112166,0.000112166
44,815.058,0.61461,0.98144,0.93732,0.91926,0.78827,0.75971,0.83302,0.69862,0.7907,0.75891,0.83333,0.64271,0.57734,0.90749,0.76415,0.8839,0.000110266,0.000110266,0.000110266
45,833.517,0.62387,1.01737,0.93978,0.92402,0.78699,0.78566,0.83482,0.69929,0.78699,0.78566,0.83367,0.64136,0.56874,0.89877,0.74422,0.87405,0.000108365,0.000108365,0.000108365
46,852.044,0.61262,0.98208,0.92409,0.91552,0.8009,0.79245,0.83384,0.69916,0.80184,0.79247,0.83319,0.64367,0.56408,0.90484,0.74564,0.8745,0.000106464,0.000106464,0.000106464
47,870.184,0.59691,0.9902,0.90877,0.91877,0.80311,0.78883,0.83557,0.70436,0.80311,0.78883,0.83511,0.6516,0.55955,0.90298,0.73327,0.87108,0.000104563,0.000104563,0.000104563
48,888.834,0.601,0.97416,0.91349,0.91156,0.79102,0.78926,0.83932,0.6989,0.79243,0.79057,0.83889,0.64493,0.58092,0.91214,0.72015,0.87945,0.000102662,0.000102662,0.000102662
49,907.543,0.59897,0.97486,0.87324,0.9214,0.8244,0.77869,0.83809,0.69985,0.82608,0.77999,0.83851,0.64641,0.57961,0.90552,0.72683,0.87695,0.000100762,0.000100762,0.000100762
50,926.416,0.59213,0.9654,0.86855,0.91115,0.81219,0.79613,0.84239,0.70409,0.80993,0.79678,0.84255,0.65627,0.57553,0.89064,0.72399,0.87471,9.88608e-05,9.88608e-05,9.88608e-05
51,945.26,0.593,0.96084,0.87175,0.90864,0.84418,0.78749,0.84981,0.71815,0.84604,0.78863,0.84978,0.65613,0.56078,0.9302,0.69873,0.87412,9.696e-05,9.696e-05,9.696e-05
52,963.935,0.59409,0.96429,0.88138,0.91614,0.82769,0.78022,0.84808,0.71807,0.82911,0.78152,0.84866,0.65858,0.5584,0.89925,0.69962,0.87343,9.50592e-05,9.50592e-05,9.50592e-05
53,982.646,0.59452,0.97797,0.88535,0.90873,0.82098,0.78208,0.84665,0.71303,0.82774,0.78125,0.84739,0.65437,0.56076,0.90568,0.68993,0.87361,9.31584e-05,9.31584e-05,9.31584e-05
54,1001.06,0.57686,0.94989,0.85656,0.90895,0.85316,0.7992,0.86068,0.73062,0.85316,0.7992,0.85984,0.67468,0.55409,0.87561,0.68345,0.86697,9.12576e-05,9.12576e-05,9.12576e-05
55,1019.64,0.5801,0.94223,0.86183,0.90669,0.84723,0.79071,0.85381,0.71978,0.84723,0.79071,0.85308,0.65812,0.56694,0.89938,0.69297,0.87066,8.93568e-05,8.93568e-05,8.93568e-05
56,1037.99,0.58985,0.96112,0.84959,0.90682,0.82453,0.79321,0.85438,0.718,0.82453,0.79321,0.85358,0.65925,0.56895,0.88885,0.68399,0.87732,8.7456e-05,8.7456e-05,8.7456e-05
57,1056.58,0.58021,0.94878,0.84259,0.90642,0.83931,0.78652,0.8567,0.73287,0.83959,0.78876,0.855,0.66541,0.54349,0.88412,0.6795,0.86278,8.55552e-05,8.55552e-05,8.55552e-05
58,1074.86,0.56824,0.94671,0.83873,0.90425,0.83253,0.78796,0.85938,0.73243,0.83643,0.78842,0.85924,0.6736,0.55511,0.8795,0.67175,0.86751,8.36544e-05,8.36544e-05,8.36544e-05
59,1092.97,0.57733,0.94154,0.81277,0.90367,0.83256,0.79374,0.8586,0.72478,0.83297,0.79485,0.8583,0.6683,0.55482,0.89322,0.67406,0.86657,8.17536e-05,8.17536e-05,8.17536e-05
60,1111.04,0.57675,0.932,0.82839,0.90559,0.83594,0.79862,0.85969,0.73204,0.83594,0.79862,0.85907,0.6703,0.54854,0.8833,0.66371,0.86716,7.98528e-05,7.98528e-05,7.98528e-05
61,1129.64,0.55459,0.91479,0.81003,0.90016,0.8159,0.81097,0.8611,0.73116,0.8159,0.81097,0.86057,0.66944,0.55042,0.88305,0.6711,0.86342,7.7952e-05,7.7952e-05,7.7952e-05
62,1148.37,0.57593,0.94143,0.81771,0.90467,0.8145,0.82252,0.86242,0.73266,0.8145,0.82252,0.8616,0.67116,0.54265,0.87503,0.66022,0.86333,7.60512e-05,7.60512e-05,7.60512e-05
63,1167.04,0.55807,0.91566,0.78678,0.89711,0.84321,0.80785,0.86903,0.74438,0.84321,0.80785,0.86861,0.68515,0.53013,0.86275,0.64771,0.86034,7.41504e-05,7.41504e-05,7.41504e-05
64,1185.33,0.55993,0.93236,0.79949,0.89927,0.82477,0.83283,0.8667,0.74389,0.82445,0.83245,0.86586,0.67942,0.53393,0.86805,0.65014,0.85707,7.22496e-05,7.22496e-05,7.22496e-05
65,1204,0.55638,0.9273,0.7881,0.89512,0.82155,0.81142,0.86349,0.73929,0.82245,0.8087,0.86277,0.67355,0.53736,0.86939,0.65886,0.85857,7.03488e-05,7.03488e-05,7.03488e-05
66,1222.68,0.55906,0.93104,0.80821,0.89102,0.84442,0.80022,0.8677,0.74447,0.84586,0.80072,0.86728,0.67892,0.53277,0.8674,0.63483,0.85746,6.8448e-05,6.8448e-05,6.8448e-05
67,1240.67,0.54335,0.90677,0.76858,0.89758,0.83213,0.8094,0.86515,0.7388,0.83213,0.8094,0.86512,0.68,0.53788,0.87328,0.65776,0.85924,6.65472e-05,6.65472e-05,6.65472e-05
68,1258.85,0.5549,0.92094,0.79374,0.89548,0.83286,0.80556,0.86339,0.73962,0.83286,0.80556,0.86318,0.67692,0.52592,0.86048,0.64445,0.85359,6.46464e-05,6.46464e-05,6.46464e-05
69,1277.54,0.56267,0.92637,0.78555,0.89628,0.82715,0.82355,0.86648,0.74366,0.82837,0.82244,0.86591,0.67865,0.53412,0.86414,0.64304,0.85696,6.27456e-05,6.27456e-05,6.27456e-05
70,1296.26,0.5574,0.92369,0.76894,0.89731,0.8265,0.8168,0.86784,0.74519,0.8265,0.8168,0.86734,0.68182,0.52564,0.86227,0.64621,0.85323,6.08448e-05,6.08448e-05,6.08448e-05
71,1314.9,0.55371,0.9159,0.77462,0.8905,0.83099,0.81669,0.86853,0.74791,0.83099,0.81669,0.86791,0.68231,0.52102,0.85922,0.63441,0.85278,5.8944e-05,5.8944e-05,5.8944e-05
72,1333.46,0.53995,0.91275,0.76245,0.8916,0.84035,0.80523,0.86602,0.74428,0.84398,0.80656,0.86589,0.68039,0.52678,0.86499,0.63171,0.85161,5.70432e-05,5.70432e-05,5.70432e-05
73,1352.09,0.53401,0.8928,0.76175,0.88775,0.83085,0.81949,0.87263,0.74425,0.83121,0.82214,0.87285,0.68096,0.53343,0.88453,0.62433,0.85921,5.51424e-05,5.51424e-05,5.51424e-05
74,1370.93,0.54302,0.91128,0.76461,0.89158,0.85714,0.80717,0.87687,0.75509,0.86035,0.80394,0.87689,0.68763,0.52678,0.87175,0.61718,0.85723,5.32416e-05,5.32416e-05,5.32416e-05
75,1390.14,0.54711,0.90508,0.7562,0.89163,0.84516,0.81723,0.87001,0.74779,0.84652,0.81853,0.87036,0.686,0.52556,0.86543,0.62188,0.85456,5.13408e-05,5.13408e-05,5.13408e-05
76,1408.94,0.54067,0.89493,0.73987,0.8876,0.84207,0.81847,0.87301,0.75245,0.84117,0.8176,0.87248,0.68709,0.52118,0.85696,0.62141,0.85241,4.944e-05,4.944e-05,4.944e-05
77,1427.21,0.5328,0.87198,0.73492,0.89095,0.84759,0.80304,0.87138,0.74609,0.84661,0.80217,0.87,0.68314,0.53048,0.86611,0.61948,0.8559,4.75392e-05,4.75392e-05,4.75392e-05
78,1445.76,0.52884,0.88542,0.7288,0.88691,0.83158,0.82027,0.87417,0.75129,0.83061,0.8194,0.87394,0.68469,0.52426,0.85717,0.62793,0.85672,4.56384e-05,4.56384e-05,4.56384e-05
79,1464.54,0.54216,0.90594,0.73988,0.89289,0.83828,0.82558,0.87418,0.75304,0.84253,0.82489,0.8744,0.69245,0.52069,0.84519,0.62252,0.85467,4.37376e-05,4.37376e-05,4.37376e-05
80,1483.1,0.53707,0.88651,0.73396,0.88408,0.84804,0.81659,0.8759,0.75589,0.84804,0.81659,0.87667,0.68654,0.51717,0.85046,0.61433,0.85154,4.18368e-05,4.18368e-05,4.18368e-05
81,1501.66,0.53243,0.89462,0.73665,0.88967,0.84206,0.8193,0.87588,0.75731,0.84199,0.8222,0.87629,0.68994,0.50831,0.84724,0.61,0.84872,3.9936e-05,3.9936e-05,3.9936e-05
82,1520.35,0.53164,0.89103,0.72324,0.88375,0.83876,0.80601,0.87388,0.75636,0.83876,0.80601,0.87358,0.6923,0.50788,0.8473,0.60581,0.84723,3.80352e-05,3.80352e-05,3.80352e-05
83,1539.08,0.53351,0.88229,0.72718,0.88793,0.86582,0.80495,0.87893,0.75685,0.86582,0.80495,0.87827,0.69094,0.51717,0.86043,0.61311,0.85263,3.61344e-05,3.61344e-05,3.61344e-05
84,1557.7,0.52903,0.88523,0.71934,0.88688,0.85051,0.81119,0.87908,0.75888,0.8512,0.81269,0.87854,0.69556,0.51446,0.85078,0.61618,0.85186,3.42336e-05,3.42336e-05,3.42336e-05
85,1576.14,0.53317,0.89225,0.72619,0.88382,0.82085,0.83326,0.87758,0.75715,0.82041,0.8328,0.87698,0.69308,0.51424,0.85646,0.60972,0.85115,3.23328e-05,3.23328e-05,3.23328e-05
86,1594.56,0.5196,0.88208,0.7123,0.88814,0.86388,0.79952,0.873,0.75065,0.86388,0.79952,0.87269,0.68547,0.5191,0.8589,0.6097,0.85083,3.0432e-05,3.0432e-05,3.0432e-05
87,1613.31,0.52401,0.88442,0.71309,0.88545,0.82828,0.83339,0.87229,0.75272,0.8288,0.83293,0.8718,0.68521,0.51292,0.85307,0.6066,0.84891,2.85312e-05,2.85312e-05,2.85312e-05
88,1632.05,0.52504,0.8685,0.71274,0.88724,0.84467,0.81945,0.87512,0.75301,0.84467,0.81945,0.87476,0.6928,0.51041,0.84865,0.6014,0.84988,2.66304e-05,2.66304e-05,2.66304e-05
89,1650.75,0.51729,0.86873,0.7015,0.88431,0.82665,0.834,0.87719,0.75628,0.82839,0.83421,0.87706,0.6925,0.51265,0.84457,0.59742,0.85124,2.47296e-05,2.47296e-05,2.47296e-05
90,1669.4,0.50894,0.8502,0.70176,0.88119,0.82814,0.8269,0.87614,0.75532,0.82964,0.8282,0.87584,0.69363,0.509,0.84868,0.59745,0.84944,2.28288e-05,2.28288e-05,2.28288e-05
91,1711.89,0.52037,0.86666,0.81546,0.88911,0.83356,0.79074,0.8526,0.72294,0.83148,0.79362,0.85372,0.66744,0.54114,0.90523,0.65943,0.86627,2.0928e-05,2.0928e-05,2.0928e-05
92,1729.15,0.48746,0.82471,0.72558,0.87338,0.83566,0.80011,0.86061,0.73148,0.83566,0.80011,0.8609,0.6707,0.54283,0.89959,0.64718,0.86691,1.90272e-05,1.90272e-05,1.90272e-05
93,1746.38,0.47761,0.80111,0.70407,0.87223,0.83414,0.80358,0.86228,0.73443,0.83172,0.80422,0.86228,0.67351,0.54031,0.89685,0.63689,0.86794,1.71264e-05,1.71264e-05,1.71264e-05
94,1763.68,0.46678,0.78538,0.68232,0.86545,0.85175,0.81915,0.86758,0.74029,0.851,0.81775,0.86689,0.67708,0.53576,0.88802,0.63207,0.86443,1.52256e-05,1.52256e-05,1.52256e-05
95,1781.01,0.46475,0.78133,0.6702,0.86261,0.85144,0.81558,0.86937,0.74745,0.85155,0.81369,0.86852,0.68462,0.52992,0.87804,0.62432,0.86063,1.33248e-05,1.33248e-05,1.33248e-05
96,1798.33,0.44681,0.76508,0.65525,0.85833,0.84988,0.81615,0.87108,0.74685,0.84895,0.81505,0.87022,0.68199,0.52927,0.87489,0.62209,0.8604,1.1424e-05,1.1424e-05,1.1424e-05
97,1815.7,0.45501,0.76783,0.66742,0.86078,0.84667,0.81418,0.87118,0.74593,0.84543,0.81383,0.87057,0.68251,0.52621,0.87167,0.61895,0.85966,9.5232e-06,9.5232e-06,9.5232e-06
98,1833.18,0.45438,0.77061,0.65036,0.85833,0.84105,0.81708,0.8702,0.7467,0.84156,0.81556,0.86971,0.68159,0.52565,0.87104,0.62341,0.85911,7.6224e-06,7.6224e-06,7.6224e-06
99,1851.28,0.45597,0.77062,0.66833,0.8624,0.84768,0.81658,0.87201,0.74804,0.84658,0.8159,0.87141,0.68435,0.52538,0.86566,0.61902,0.86006,5.7216e-06,5.7216e-06,5.7216e-06
100,1869.24,0.44686,0.76512,0.64838,0.85077,0.84864,0.8094,0.87331,0.74956,0.84744,0.80934,0.87267,0.68701,0.52317,0.86315,0.61582,0.8589,3.8208e-06,3.8208e-06,3.8208e-06
