epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,531.553,0.53785,0.86626,0.7554,0.88761,0.86481,0.85159,0.92263,0.78665,0.86413,0.83958,0.91442,0.74145,0.53741,1.12179,0.70212,0.87151,0.00014567,0.00014567,0.00014567
56,541.445,0.52042,0.85381,0.74717,0.88719,0.88712,0.82302,0.91579,0.78517,0.89968,0.81324,0.9117,0.73828,0.54383,1.10366,0.69542,0.87418,0.000142572,0.000142572,0.000142572
57,551.378,0.52456,0.83625,0.73525,0.88181,0.86875,0.86216,0.91448,0.78239,0.86691,0.86086,0.91042,0.73153,0.54502,1.09893,0.67537,0.86857,0.000139473,0.000139473,0.000139473
58,561.067,0.51951,0.82477,0.72848,0.89195,0.84019,0.86864,0.91217,0.78367,0.83801,0.86725,0.90661,0.73291,0.5292,1.07686,0.67466,0.86637,0.000136374,0.000136374,0.000136374
59,570.783,0.51753,0.84791,0.71352,0.88619,0.84575,0.86843,0.91875,0.78282,0.8634,0.84265,0.91432,0.73179,0.53911,1.08965,0.6809,0.8647,0.000133275,0.000133275,0.000133275
60,580.445,0.51567,0.83704,0.7108,0.88076,0.84601,0.89145,0.92217,0.79474,0.84357,0.88978,0.92063,0.74652,0.52096,1.0771,0.65278,0.86057,0.000130177,0.000130177,0.000130177
61,590.069,0.50723,0.83029,0.71366,0.87608,0.85716,0.87489,0.92017,0.7944,0.85817,0.87589,0.92143,0.74139,0.52387,1.09867,0.6475,0.85878,0.000127078,0.000127078,0.000127078
62,599.78,0.53601,0.85548,0.72802,0.88701,0.83533,0.90541,0.92843,0.7979,0.83493,0.90487,0.92703,0.74668,0.53907,1.07777,0.63933,0.87146,0.000123979,0.000123979,0.000123979
63,609.407,0.51858,0.85189,0.71359,0.88579,0.86274,0.85821,0.91555,0.78109,0.85765,0.85279,0.90667,0.72937,0.53302,1.10077,0.68623,0.86446,0.000120881,0.000120881,0.000120881
64,619.013,0.49519,0.81601,0.69653,0.87749,0.85499,0.86357,0.91982,0.79079,0.85499,0.86357,0.91732,0.7408,0.52784,1.09541,0.66322,0.865,0.000117782,0.000117782,0.000117782
65,628.738,0.50718,0.82552,0.68409,0.88185,0.83852,0.87977,0.91852,0.79129,0.83852,0.87977,0.91904,0.73422,0.52935,1.12087,0.6626,0.86669,0.000114683,0.000114683,0.000114683
66,638.47,0.50806,0.82426,0.68352,0.87532,0.85188,0.87331,0.92003,0.78905,0.85188,0.87331,0.91826,0.73894,0.52016,1.11513,0.63843,0.85946,0.000111585,0.000111585,0.000111585
67,648.051,0.48167,0.80223,0.6595,0.86695,0.86694,0.87705,0.92363,0.79856,0.86694,0.87705,0.92405,0.74324,0.52023,1.12658,0.64983,0.85707,0.000108486,0.000108486,0.000108486
68,657.644,0.50558,0.81066,0.68128,0.87461,0.87611,0.87546,0.92601,0.79923,0.86279,0.87735,0.91933,0.74944,0.5136,1.09081,0.63313,0.85818,0.000105387,0.000105387,0.000105387
69,667.277,0.50379,0.80484,0.67296,0.87609,0.84954,0.90029,0.92269,0.79794,0.84912,0.89987,0.92131,0.74924,0.51329,1.0869,0.63667,0.86154,0.000102288,0.000102288,0.000102288
70,676.836,0.50577,0.80658,0.67976,0.87501,0.85067,0.88347,0.92224,0.79826,0.8499,0.88325,0.92142,0.74494,0.50912,1.06593,0.64023,0.85584,9.91897e-05,9.91897e-05,9.91897e-05
71,686.485,0.48884,0.80151,0.64719,0.86788,0.87352,0.87076,0.92505,0.79959,0.87119,0.86956,0.92174,0.74305,0.51248,1.08932,0.63867,0.85924,9.6091e-05,9.6091e-05,9.6091e-05
72,696.203,0.47775,0.78033,0.66733,0.87557,0.90769,0.86044,0.9245,0.79412,0.90633,0.8576,0.92267,0.74635,0.52939,1.10552,0.6416,0.86397,9.29923e-05,9.29923e-05,9.29923e-05
73,705.802,0.47733,0.78755,0.64348,0.86591,0.88393,0.88857,0.93143,0.80477,0.87884,0.88696,0.92697,0.75051,0.52334,1.10609,0.6151,0.86546,8.98936e-05,8.98936e-05,8.98936e-05
74,715.48,0.49227,0.80561,0.64938,0.87818,0.85312,0.89871,0.93141,0.79917,0.85246,0.89882,0.93026,0.74493,0.51578,1.07872,0.62913,0.85759,8.67949e-05,8.67949e-05,8.67949e-05
75,725.354,0.48858,0.80478,0.6547,0.87011,0.86324,0.89462,0.93175,0.805,0.86264,0.8942,0.93045,0.74973,0.51339,1.11108,0.61352,0.86006,8.36962e-05,8.36962e-05,8.36962e-05
76,735.188,0.48568,0.79687,0.63748,0.87024,0.84593,0.88859,0.92928,0.80715,0.84558,0.88817,0.92698,0.75341,0.50401,1.08673,0.61259,0.85463,8.05975e-05,8.05975e-05,8.05975e-05
77,744.919,0.48466,0.80723,0.66165,0.86764,0.87454,0.86488,0.92417,0.80258,0.87305,0.86481,0.92384,0.74908,0.50425,1.08613,0.6243,0.8551,7.74988e-05,7.74988e-05,7.74988e-05
78,754.654,0.48125,0.78965,0.63653,0.86868,0.86774,0.88136,0.92895,0.80632,0.86714,0.88082,0.92839,0.74834,0.50354,1.09735,0.61504,0.85088,7.44001e-05,7.44001e-05,7.44001e-05
79,764.361,0.48655,0.78925,0.63625,0.87374,0.86358,0.89863,0.93078,0.80531,0.86298,0.89821,0.92959,0.75238,0.50402,1.09684,0.61126,0.84684,7.13014e-05,7.13014e-05,7.13014e-05
80,773.974,0.46914,0.78091,0.64142,0.8741,0.85547,0.89327,0.92573,0.79537,0.85315,0.89158,0.92374,0.7436,0.51498,1.09947,0.62217,0.85349,6.82027e-05,6.82027e-05,6.82027e-05
81,783.772,0.48689,0.80371,0.63974,0.86696,0.87017,0.87694,0.92871,0.80159,0.86813,0.87569,0.9274,0.7501,0.50553,1.07646,0.60789,0.85209,6.5104e-05,6.5104e-05,6.5104e-05
82,793.488,0.47987,0.79995,0.62548,0.86669,0.89585,0.8368,0.92388,0.7981,0.89722,0.83745,0.92372,0.74599,0.51265,1.10176,0.6179,0.85432,6.20053e-05,6.20053e-05,6.20053e-05
83,803.241,0.46659,0.76376,0.61588,0.87121,0.87769,0.87002,0.9276,0.80347,0.87717,0.8696,0.92615,0.75309,0.50742,1.10367,0.61705,0.85555,5.89066e-05,5.89066e-05,5.89066e-05
84,813.01,0.48421,0.79296,0.63225,0.87279,0.87462,0.86879,0.93025,0.81244,0.87233,0.87345,0.9302,0.75854,0.49355,1.07142,0.61004,0.84856,5.58079e-05,5.58079e-05,5.58079e-05
85,822.891,0.47697,0.78375,0.62986,0.86516,0.9047,0.85095,0.93267,0.81295,0.90469,0.85083,0.93231,0.75885,0.49847,1.08714,0.61032,0.85302,5.27092e-05,5.27092e-05,5.27092e-05
86,832.622,0.46005,0.76905,0.60655,0.86038,0.90211,0.85327,0.93312,0.81555,0.90209,0.85315,0.933,0.76511,0.49294,1.08831,0.60051,0.84843,4.96105e-05,4.96105e-05,4.96105e-05
87,842.357,0.4471,0.76275,0.60446,0.85898,0.89239,0.86971,0.93133,0.81018,0.89058,0.86817,0.93038,0.76054,0.49309,1.08251,0.60069,0.8463,4.65118e-05,4.65118e-05,4.65118e-05
88,852.025,0.45699,0.76309,0.60563,0.8622,0.89762,0.85388,0.9311,0.80766,0.8958,0.85233,0.92981,0.75616,0.50069,1.08355,0.59731,0.84974,4.34131e-05,4.34131e-05,4.34131e-05
89,861.681,0.46355,0.77318,0.61129,0.86411,0.86627,0.89701,0.93153,0.80991,0.86573,0.89659,0.93121,0.75509,0.49226,1.06948,0.59747,0.84809,4.03144e-05,4.03144e-05,4.03144e-05
90,871.381,0.45561,0.75529,0.58902,0.86096,0.87893,0.88377,0.93323,0.80971,0.8767,0.88345,0.93172,0.75992,0.49182,1.07535,0.59646,0.84897,3.72157e-05,3.72157e-05,3.72157e-05
91,906.706,0.46603,0.78378,0.7408,0.85701,0.89209,0.85907,0.92356,0.80298,0.88941,0.8571,0.92111,0.7488,0.50982,1.1242,0.6308,0.85651,3.4117e-05,3.4117e-05,3.4117e-05
92,915.614,0.42988,0.71267,0.6553,0.84952,0.89759,0.84682,0.91958,0.79568,0.89398,0.84529,0.91818,0.74713,0.5132,1.13958,0.63271,0.86316,3.10183e-05,3.10183e-05,3.10183e-05
93,924.558,0.41368,0.68967,0.60243,0.84352,0.87582,0.85418,0.92346,0.80173,0.87356,0.85221,0.92214,0.74833,0.50756,1.13707,0.62169,0.86078,2.79196e-05,2.79196e-05,2.79196e-05
94,933.895,0.41274,0.70658,0.59527,0.83615,0.89473,0.85654,0.92668,0.80809,0.89224,0.85457,0.92515,0.75384,0.50557,1.12524,0.60426,0.8594,2.48209e-05,2.48209e-05,2.48209e-05
95,943.003,0.40397,0.6792,0.57282,0.83687,0.89765,0.8512,0.92982,0.80987,0.89074,0.8461,0.92557,0.75797,0.50309,1.11291,0.59684,0.86127,2.17222e-05,2.17222e-05,2.17222e-05
96,952.074,0.39916,0.69818,0.56747,0.83747,0.88514,0.86539,0.93142,0.80813,0.87705,0.86084,0.92828,0.75617,0.50586,1.11274,0.59272,0.85896,1.86235e-05,1.86235e-05,1.86235e-05
97,961.054,0.38615,0.68753,0.56564,0.82487,0.86847,0.8847,0.93173,0.81039,0.86351,0.88104,0.92637,0.75988,0.50043,1.10203,0.5853,0.85623,1.55248e-05,1.55248e-05,1.55248e-05
98,970.158,0.39321,0.68199,0.56567,0.8332,0.86723,0.88184,0.93043,0.81002,0.8608,0.87689,0.92414,0.75789,0.5021,1.11691,0.59309,0.85784,1.24261e-05,1.24261e-05,1.24261e-05
99,979.299,0.38517,0.66529,0.55526,0.83415,0.89847,0.85654,0.93255,0.80937,0.86754,0.87474,0.92626,0.75748,0.50297,1.11847,0.58795,0.85704,9.3274e-06,9.3274e-06,9.3274e-06
100,988.313,0.39956,0.6726,0.57564,0.83693,0.88112,0.88266,0.93376,0.81431,0.8746,0.87851,0.92743,0.76237,0.49749,1.10931,0.58514,0.85412,6.2287e-06,6.2287e-06,6.2287e-06
